"sample","island","stratum","site","date_time","date","sample_month","category","taxon","genus","sp","stage","tot_vol_m3","indiv_per_ml","cloud","wind_wave","depth_m","temp_c","cond_uscm","do_mgl","ph","turb_ntu","chlor"
"DI-WAT-2","DI","WAT","2",2018-09-18 15:48:00,2018-09-18,9,"CYCLOPOIDS","Cyclopoid","Cyclopoid",NA,"copepodid",1.41371669411541,0.000680475801130681,1,2,1.83,20.5,390,10.18,8.34,4.44,0.43
"DI-WAT-2","DI","WAT","2",2018-09-18 15:48:00,2018-09-18,9,"CALANOIDS","Calanoid","Calanoid",NA,"copepodid",1.41371669411541,0.000375134095495119,1,2,1.83,20.5,390,10.18,8.34,4.44,0.43
"DI-WAT-2","DI","WAT","2",2018-09-18 15:48:00,2018-09-18,9,"CALANOIDS","Pseudodiaptomus forbesi","Pseudodiaptomus","forbesi","adult",1.41371669411541,0.000436202436622232,1,2,1.83,20.5,390,10.18,8.34,4.44,0.43
"DI-WAT-2","DI","WAT","2",2018-10-17 13:30:00,2018-10-17,10,"CYCLOPOIDS","Cyclopoid","Cyclopoid",NA,"adult",1.34303085940964,0.00154873582049657,1,0,3.84,17.7,1350,9.11,7.72,10.44,0.82
"DI-WAT-2","DI","WAT","2",2018-10-17 13:30:00,2018-10-17,10,"CALANOIDS","Calanoid","Calanoid",NA,"copepodid",1.34303085940964,2.97833811633956e-05,1,0,3.84,17.7,1350,9.11,7.72,10.44,0.82
"DI-WAT-2","DI","WAT","2",2018-12-18 12:55:00,2018-12-18,12,"CYCLOPOIDS","Cyclopoid","Cyclopoid",NA,"copepodid",1.30768794205675,0.00012235334964422,1,0,3.96,11.2,1812,9.79,7.53,6.64,0.37
"DI-WAT-2","DI","WAT","2",2018-12-18 12:55:00,2018-12-18,12,"CALANOIDS","Calanoid","Calanoid",NA,"copepodid",1.30768794205675,1.2235334964422e-05,1,0,3.96,11.2,1812,9.79,7.53,6.64,0.37
"FC-SAV-1","FC","SAV","1",2018-05-07 11:45:00,2018-05-07,5,"CYCLOPOIDS","Acanthocyclops vernalis","Acanthocyclops","vernalis","adult",1.2016591899981,0.000582527896284062,1,3,1.83,18.32,207.1,9.49,7.89,4.71,1.87
"FC-SAV-1","FC","SAV","1",2018-05-07 11:45:00,2018-05-07,5,"CYCLOPOIDS","Cyclopoid","Cyclopoid",NA,"copepodid",1.2016591899981,0.00626217488505366,1,3,1.83,18.32,207.1,9.49,7.89,4.71,1.87
"FC-SAV-1","FC","SAV","1",2018-05-07 11:45:00,2018-05-07,5,"CALANOIDS","Calanoid","Calanoid",NA,"copepodid",1.2016591899981,0.00502430310545003,1,3,1.83,18.32,207.1,9.49,7.89,4.71,1.87
"FC-SAV-1","FC","SAV","1",2018-05-07 11:45:00,2018-05-07,5,"CALANOIDS","Eurytemora affinis","Eurytemora","affinis","adult",1.2016591899981,0.00174758368885218,1,3,1.83,18.32,207.1,9.49,7.89,4.71,1.87
"FC-SAV-1","FC","SAV","1",2018-05-07 11:45:00,2018-05-07,5,"CALANOIDS","Eurytemora affinis","Eurytemora","affinis","copepodid",1.2016591899981,7.28159870355077e-05,1,3,1.83,18.32,207.1,9.49,7.89,4.71,1.87
"FC-SAV-1","FC","SAV","1",2018-06-05 11:45:00,2018-06-05,6,"CYCLOPOIDS","Cyclopoid","Cyclopoid",NA,"adult",1.41371669411541,9.54929658551372e-05,1,3,0.43,21.3,185,8.64,7.83,7,1.63
"FC-SAV-1","FC","SAV","1",2018-06-05 11:45:00,2018-06-05,6,"CYCLOPOIDS","Cyclopoid","Cyclopoid",NA,"copepodid",1.41371669411541,0.00534760608788768,1,3,0.43,21.3,185,8.64,7.83,7,1.63
"FC-SAV-1","FC","SAV","1",2018-06-05 11:45:00,2018-06-05,6,"CALANOIDS","Calanoid","Calanoid",NA,"copepodid",1.41371669411541,0.00353323973664008,1,3,0.43,21.3,185,8.64,7.83,7,1.63
"FC-SAV-1","FC","SAV","1",2018-06-05 11:45:00,2018-06-05,6,"CALANOIDS","Eurytemora affinis","Eurytemora","affinis","adult",1.41371669411541,0.000190985931710274,1,3,0.43,21.3,185,8.64,7.83,7,1.63
"FC-SAV-1","FC","SAV","1",2018-06-05 11:45:00,2018-06-05,6,"CALANOIDS","Pseudodiaptomus forbesi","Pseudodiaptomus","forbesi","adult",1.41371669411541,0.00124140855611678,1,3,0.43,21.3,185,8.64,7.83,7,1.63
"FC-SAV-1","FC","SAV","1",2018-07-09 17:00:00,2018-07-09,7,"CYCLOPOIDS","Cyclopoid","Cyclopoid",NA,"copepodid",1.41371669411541,1.2235334964422e-05,1,1,1,24.27,174,9.67,8.3,14,2.32
"FC-SAV-1","FC","SAV","1",2018-07-09 17:00:00,2018-07-09,7,"CALANOIDS","Calanoid","Calanoid",NA,"copepodid",1.41371669411541,0.00101553280204702,1,1,1,24.27,174,9.67,8.3,14,2.32
"FC-SAV-1","FC","SAV","1",2018-07-09 17:00:00,2018-07-09,7,"CALANOIDS","Pseudodiaptomus forbesi","Pseudodiaptomus","forbesi","adult",1.41371669411541,6.11766748221099e-05,1,1,1,24.27,174,9.67,8.3,14,2.32
"FC-SAV-1","FC","SAV","1",2018-07-09 17:00:00,2018-07-09,7,"CALANOIDS","Sinocalanus doerrii","Sinocalanus","doerrii","adult",1.41371669411541,6.11766748221099e-06,1,1,1,24.27,174,9.67,8.3,14,2.32
"FC-SAV-1","FC","SAV","1",2018-08-08 15:05:00,2018-08-08,8,"CYCLOPOIDS","Acanthocyclops vernalis","Acanthocyclops","vernalis","adult",1.41371669411541,8.35563451232451e-05,3,1,2.23,23.1,345,9.96,8.16,5.33,1.8
"FC-SAV-1","FC","SAV","1",2018-08-08 15:05:00,2018-08-08,8,"CYCLOPOIDS","Cyclopoid","Cyclopoid",NA,"copepodid",1.41371669411541,0.000529190185780552,3,1,2.23,23.1,345,9.96,8.16,5.33,1.8
"FC-SAV-1","FC","SAV","1",2018-08-08 15:05:00,2018-08-08,8,"CALANOIDS","Calanoid","Calanoid",NA,"copepodid",1.41371669411541,0.00370433130046386,3,1,2.23,23.1,345,9.96,8.16,5.33,1.8
"FC-SAV-1","FC","SAV","1",2018-08-08 15:05:00,2018-08-08,8,"CALANOIDS","Pseudodiaptomus forbesi","Pseudodiaptomus","forbesi","adult",1.41371669411541,5.57042300821634e-05,3,1,2.23,23.1,345,9.96,8.16,5.33,1.8
"FC-SAV-1","FC","SAV","1",2018-09-18 16:41:00,2018-09-18,9,"CYCLOPOIDS","Acanthocyclops vernalis","Acanthocyclops","vernalis","adult",1.41371669411541,1.01387593377059e-05,1,1,1.89,21.2,770,10.73,8.38,3.7,1.84
"FC-SAV-1","FC","SAV","1",2018-09-18 16:41:00,2018-09-18,9,"CYCLOPOIDS","Cyclopoid","Cyclopoid",NA,"copepodid",1.41371669411541,0.000476521688872178,1,1,1.89,21.2,770,10.73,8.38,3.7,1.84
"FC-SAV-1","FC","SAV","1",2018-09-18 16:41:00,2018-09-18,9,"CALANOIDS","Calanoid","Calanoid",NA,"copepodid",1.41371669411541,0.000709713153639415,1,1,1.89,21.2,770,10.73,8.38,3.7,1.84
"FC-SAV-1","FC","SAV","1",2018-09-18 16:41:00,2018-09-18,9,"CALANOIDS","Pseudodiaptomus forbesi","Pseudodiaptomus","forbesi","adult",1.41371669411541,0.000354856576819707,1,1,1.89,21.2,770,10.73,8.38,3.7,1.84
"FC-SAV-1","FC","SAV","1",2018-10-17 14:07:00,2018-10-17,10,"CYCLOPOIDS","Cyclopoid","Cyclopoid",NA,"copepodid",1.41371669411541,0.000296767701967312,1,0,0.91,18,595,10.63,8.05,3.05,1.05
"FC-SAV-1","FC","SAV","1",2018-10-17 14:07:00,2018-10-17,10,"CALANOIDS","Calanoid","Calanoid",NA,"copepodid",1.41371669411541,0.000159797993367014,1,0,0.91,18,595,10.63,8.05,3.05,1.05
"FC-SAV-1","FC","SAV","1",2018-10-17 14:07:00,2018-10-17,10,"CALANOIDS","Pseudodiaptomus forbesi","Pseudodiaptomus","forbesi","adult",1.41371669411541,0.00401777811894207,1,0,0.91,18,595,10.63,8.05,3.05,1.05
"FC-SAV-1","FC","SAV","1",2018-12-18 13:30:00,2018-12-18,12,"CYCLOPOIDS","Acanthocyclops vernalis","Acanthocyclops","vernalis","adult",1.34303085940964,8.87773861601215e-06,1,1,1.53,11.9,730,9.88,7.6,4.23,0.81
"FC-SAV-1","FC","SAV","1",2018-12-18 13:30:00,2018-12-18,12,"CYCLOPOIDS","Cyclopoid","Cyclopoid",NA,"copepodid",1.34303085940964,0.000736852305129009,1,1,1.53,11.9,730,9.88,7.6,4.23,0.81
"FC-SAV-1","FC","SAV","1",2018-12-18 13:30:00,2018-12-18,12,"CALANOIDS","Calanoid","Calanoid",NA,"copepodid",1.34303085940964,8.87773861601216e-05,1,1,1.53,11.9,730,9.88,7.6,4.23,0.81
"FC-SAV-1","FC","SAV","1",2018-12-18 13:30:00,2018-12-18,12,"CALANOIDS","Eurytemora affinis","Eurytemora","affinis","adult",1.34303085940964,0.000115410602008158,1,1,1.53,11.9,730,9.88,7.6,4.23,0.81
"FC-SAV-1","FC","SAV","1",2018-12-18 13:30:00,2018-12-18,12,"CALANOIDS","Pseudodiaptomus forbesi","Pseudodiaptomus","forbesi","adult",1.34303085940964,4.43886930800608e-05,1,1,1.53,11.9,730,9.88,7.6,4.23,0.81
"FC-SAV-2","FC","SAV","2",2018-05-07 12:45:00,2018-05-07,5,"CYCLOPOIDS","Acanthocyclops vernalis","Acanthocyclops","vernalis","adult",1.34303085940964,0.000375270602658785,1,2,0.91,19,206,10.68,7.97,12.08,1.35
"FC-SAV-2","FC","SAV","2",2018-05-07 12:45:00,2018-05-07,5,"CYCLOPOIDS","Cyclopoid","Cyclopoid",NA,"copepodid",1.34303085940964,0.00123303198016458,1,2,0.91,19,206,10.68,7.97,12.08,1.35
"FC-SAV-2","FC","SAV","2",2018-05-07 12:45:00,2018-05-07,5,"CALANOIDS","Calanoid","Calanoid",NA,"copepodid",1.34303085940964,0.00434241697362308,1,2,0.91,19,206,10.68,7.97,12.08,1.35
"FC-SAV-2","FC","SAV","2",2018-05-07 12:45:00,2018-05-07,5,"CALANOIDS","Eurytemora affinis","Eurytemora","affinis","adult",1.34303085940964,0.00117942189407047,1,2,0.91,19,206,10.68,7.97,12.08,1.35
"FC-SAV-2","FC","SAV","2",2018-06-05 12:40:00,2018-06-05,6,"CYCLOPOIDS","Cyclopoid","Cyclopoid",NA,"copepodid",1.41371669411541,0.0034707566849077,1,1,0.46,21.8,182,9.94,7.89,7.2,1.45
"FC-SAV-2","FC","SAV","2",2018-06-05 12:40:00,2018-06-05,6,"CALANOIDS","Calanoid","Calanoid",NA,"copepodid",1.41371669411541,0.00173537834245385,1,1,0.46,21.8,182,9.94,7.89,7.2,1.45
"FC-SAV-2","FC","SAV","2",2018-06-05 12:40:00,2018-06-05,6,"CALANOIDS","Eurytemora affinis","Eurytemora","affinis","adult",1.41371669411541,0.000216922292806731,1,1,0.46,21.8,182,9.94,7.89,7.2,1.45
"FC-SAV-2","FC","SAV","2",2018-06-05 12:40:00,2018-06-05,6,"CALANOIDS","Pseudodiaptomus forbesi","Pseudodiaptomus","forbesi","adult",1.41371669411541,0.000867689171226926,1,1,0.46,21.8,182,9.94,7.89,7.2,1.45
"FC-SAV-2","FC","SAV","2",2018-07-09 17:55:00,2018-07-09,7,"CYCLOPOIDS","Cyclopoid","Cyclopoid",NA,"copepodid",1.02494460323367,0.001391294705588,1,2,1.1,23.7,169,9.26,7.98,5.98,1.1
"FC-SAV-2","FC","SAV","2",2018-07-09 17:55:00,2018-07-09,7,"CALANOIDS","Calanoid","Calanoid",NA,"copepodid",1.02494460323367,0.00076296806435471,1,2,1.1,23.7,169,9.26,7.98,5.98,1.1
"FC-SAV-2","FC","SAV","2",2018-07-09 17:55:00,2018-07-09,7,"CALANOIDS","Pseudodiaptomus forbesi","Pseudodiaptomus","forbesi","adult",1.02494460323367,0.000314163320616645,1,2,1.1,23.7,169,9.26,7.98,5.98,1.1
"FC-SAV-2","FC","SAV","2",2018-08-08 15:45:00,2018-08-08,8,"CYCLOPOIDS","Cyclopoid","Cyclopoid",NA,"copepodid",1.41371669411541,0.00147129902947174,3,1,0.61,24.7,367,9.06,7.89,4.14,2.05
"FC-SAV-2","FC","SAV","2",2018-08-08 15:45:00,2018-08-08,8,"CALANOIDS","Calanoid","Calanoid",NA,"copepodid",1.41371669411541,0.000505759041380912,3,1,0.61,24.7,367,9.06,7.89,4.14,2.05
"FC-SAV-2","FC","SAV","2",2018-08-08 15:45:00,2018-08-08,8,"CALANOIDS","Pseudodiaptomus forbesi","Pseudodiaptomus","forbesi","adult",1.41371669411541,0.000275868568025952,3,1,0.61,24.7,367,9.06,7.89,4.14,2.05
"FC-SAV-2","FC","SAV","2",2018-09-18 17:20:00,2018-09-18,9,"CYCLOPOIDS","Acanthocyclops vernalis","Acanthocyclops","vernalis","adult",1.41371669411541,1.4691225516175e-05,1,1,1.95,20.9,786,9.15,8.05,10,1.62
"FC-SAV-2","FC","SAV","2",2018-09-18 17:20:00,2018-09-18,9,"CYCLOPOIDS","Cyclopoid","Cyclopoid",NA,"copepodid",1.41371669411541,0.00139566642403662,1,1,1.95,20.9,786,9.15,8.05,10,1.62
"FC-SAV-2","FC","SAV","2",2018-09-18 17:20:00,2018-09-18,9,"CALANOIDS","Calanoid","Calanoid",NA,"copepodid",1.41371669411541,0.000999003335099897,1,1,1.95,20.9,786,9.15,8.05,10,1.62
"FC-SAV-2","FC","SAV","2",2018-09-18 17:20:00,2018-09-18,9,"CALANOIDS","Pseudodiaptomus forbesi","Pseudodiaptomus","forbesi","adult",1.41371669411541,0.000102838578613225,1,1,1.95,20.9,786,9.15,8.05,10,1.62
"FC-SAV-2","FC","SAV","2",2018-10-17 14:53:00,2018-10-17,10,"CYCLOPOIDS","Acanthocyclops vernalis","Acanthocyclops","vernalis","adult",1.41371669411541,4.70049007554558e-05,1,1,0.91,17.9,677,8.71,7.6,8.02,0.79
"FC-SAV-2","FC","SAV","2",2018-10-17 14:53:00,2018-10-17,10,"CYCLOPOIDS","Cyclopoid","Cyclopoid",NA,"copepodid",1.41371669411541,0.000305531854910463,1,1,0.91,17.9,677,8.71,7.6,8.02,0.79
"FC-SAV-2","FC","SAV","2",2018-10-17 14:53:00,2018-10-17,10,"CALANOIDS","Calanoid","Calanoid",NA,"copepodid",1.41371669411541,7.05073511331837e-05,1,1,0.91,17.9,677,8.71,7.6,8.02,0.79
"FC-SAV-2","FC","SAV","2",2018-10-17 14:53:00,2018-10-17,10,"CALANOIDS","Pseudodiaptomus forbesi","Pseudodiaptomus","forbesi","adult",1.41371669411541,0.0014336494730414,1,1,0.91,17.9,677,8.71,7.6,8.02,0.79
"FC-SAV-2","FC","SAV","2",2018-12-18 14:15:00,2018-12-18,12,"CYCLOPOIDS","Acanthocyclops vernalis","Acanthocyclops","vernalis","adult",1.34303085940964,2.30821204016316e-05,1,1,1.98,11.5,806,8.82,7.39,5.31,0.9
"FC-SAV-2","FC","SAV","2",2018-12-18 14:15:00,2018-12-18,12,"CYCLOPOIDS","Cyclopoid","Cyclopoid",NA,"copepodid",1.34303085940964,0.00166191266891748,1,1,1.98,11.5,806,8.82,7.39,5.31,0.9
"FC-SAV-2","FC","SAV","2",2018-12-18 14:15:00,2018-12-18,12,"CALANOIDS","Calanoid","Calanoid",NA,"copepodid",1.34303085940964,0.000507806648835895,1,1,1.98,11.5,806,8.82,7.39,5.31,0.9
"FC-SAV-2","FC","SAV","2",2018-12-18 14:15:00,2018-12-18,12,"CALANOIDS","Pseudodiaptomus forbesi","Pseudodiaptomus","forbesi","adult",1.34303085940964,2.30821204016316e-05,1,1,1.98,11.5,806,8.82,7.39,5.31,0.9
"FC-SAV-2","FC","SAV","2",2018-12-18 14:15:00,2018-12-18,12,"CALANOIDS","Sinocalanus doerrii","Sinocalanus","doerrii","adult",1.34303085940964,2.30821204016316e-05,1,1,1.98,11.5,806,8.82,7.39,5.31,0.9
"FC-WAT-1","FC","WAT","1",2018-05-07 12:15:00,2018-05-07,5,"CYCLOPOIDS","Cyclopoid","Cyclopoid",NA,"copepodid",1.41371669411541,0.000202303616552365,1,3,4.27,19.2,206,9.47,7.91,4.02,1.11
"FC-WAT-1","FC","WAT","1",2018-05-07 12:15:00,2018-05-07,5,"CALANOIDS","Calanoid","Calanoid",NA,"copepodid",1.41371669411541,0.000907301068174242,1,3,4.27,19.2,206,9.47,7.91,4.02,1.11
"FC-WAT-1","FC","WAT","1",2018-05-07 12:15:00,2018-05-07,5,"CALANOIDS","Eurytemora affinis","Eurytemora","affinis","adult",1.41371669411541,6.13041262279893e-06,1,3,4.27,19.2,206,9.47,7.91,4.02,1.11
"FC-WAT-1","FC","WAT","1",2018-05-07 12:15:00,2018-05-07,5,"CALANOIDS","Pseudodiaptomus forbesi","Pseudodiaptomus","forbesi","adult",1.41371669411541,6.13041262279893e-06,1,3,4.27,19.2,206,9.47,7.91,4.02,1.11
"FC-WAT-1","FC","WAT","1",2018-06-05 11:30:00,2018-06-05,6,"CYCLOPOIDS","Cyclopoid","Cyclopoid",NA,"copepodid",1.34303085940964,0.000113176848420903,1,3,4.57,21.4,185,8.48,7.86,3.08,0.92
"FC-WAT-1","FC","WAT","1",2018-06-05 11:30:00,2018-06-05,6,"CALANOIDS","Calanoid","Calanoid",NA,"copepodid",1.34303085940964,0.00128738665078778,1,3,4.57,21.4,185,8.48,7.86,3.08,0.92
"FC-WAT-1","FC","WAT","1",2018-06-05 11:30:00,2018-06-05,6,"CALANOIDS","Pseudodiaptomus forbesi","Pseudodiaptomus","forbesi","adult",1.34303085940964,8.48826363156775e-05,1,3,4.57,21.4,185,8.48,7.86,3.08,0.92
"FC-WAT-1","FC","WAT","1",2018-08-08 15:33:00,2018-08-08,8,"CYCLOPOIDS","Acanthocyclops vernalis","Acanthocyclops","vernalis","adult",1.23700210735098,1.68148460511056e-05,3,1,2.77,24.1,346,9.53,8.19,4.86,1.68
"FC-WAT-1","FC","WAT","1",2018-08-08 15:33:00,2018-08-08,8,"CYCLOPOIDS","Cyclopoid","Cyclopoid",NA,"copepodid",1.23700210735098,0.000344704344047666,3,1,2.77,24.1,346,9.53,8.19,4.86,1.68
"FC-WAT-1","FC","WAT","1",2018-08-08 15:33:00,2018-08-08,8,"CALANOIDS","Calanoid","Calanoid",NA,"copepodid",1.23700210735098,0.000134518768408845,3,1,2.77,24.1,346,9.53,8.19,4.86,1.68
"FC-WAT-1","FC","WAT","1",2018-09-18 17:08:00,2018-09-18,9,"CYCLOPOIDS","Acanthocyclops vernalis","Acanthocyclops","vernalis","adult",1.41371669411541,4.04203030074655e-06,1,1,3.72,21.4,792,9.58,8.13,2.8,1.17
"FC-WAT-1","FC","WAT","1",2018-09-18 17:08:00,2018-09-18,9,"CYCLOPOIDS","Cyclopoid","Cyclopoid",NA,"adult",1.41371669411541,4.04203030074655e-06,1,1,3.72,21.4,792,9.58,8.13,2.8,1.17
"FC-WAT-1","FC","WAT","1",2018-09-18 17:08:00,2018-09-18,9,"CYCLOPOIDS","Cyclopoid","Cyclopoid",NA,"copepodid",1.41371669411541,0.000286984151353005,1,1,3.72,21.4,792,9.58,8.13,2.8,1.17
"FC-WAT-1","FC","WAT","1",2018-09-18 17:08:00,2018-09-18,9,"CALANOIDS","Calanoid","Calanoid",NA,"copepodid",1.41371669411541,7.27565454134379e-05,1,1,3.72,21.4,792,9.58,8.13,2.8,1.17
"FC-WAT-1","FC","WAT","1",2018-09-18 17:08:00,2018-09-18,9,"CALANOIDS","Pseudodiaptomus forbesi","Pseudodiaptomus","forbesi","adult",1.41371669411541,4.04203030074655e-06,1,1,3.72,21.4,792,9.58,8.13,2.8,1.17
"FC-WAT-1","FC","WAT","1",2018-10-17 14:37:00,2018-10-17,10,"CYCLOPOIDS","Cyclopoid","Cyclopoid",NA,"copepodid",1.41371669411541,9.12488340393533e-05,1,1,3.51,18.5,785,9.15,7.73,3.23,0.72
"FC-WAT-1","FC","WAT","1",2018-10-17 14:37:00,2018-10-17,10,"CALANOIDS","Calanoid","Calanoid",NA,"copepodid",1.41371669411541,6.69158116288591e-05,1,1,3.51,18.5,785,9.15,7.73,3.23,0.72
"FC-WAT-1","FC","WAT","1",2018-10-17 14:37:00,2018-10-17,10,"CALANOIDS","Eurytemora affinis","Eurytemora","affinis","adult",1.41371669411541,6.08325560262356e-06,1,1,3.51,18.5,785,9.15,7.73,3.23,0.72
"FC-WAT-1","FC","WAT","1",2018-10-17 14:37:00,2018-10-17,10,"CALANOIDS","Pseudodiaptomus forbesi","Pseudodiaptomus","forbesi","adult",1.41371669411541,0.000109498600847224,1,1,3.51,18.5,785,9.15,7.73,3.23,0.72
"FC-WAT-1","FC","WAT","1",2018-12-18 14:00:00,2018-12-18,12,"CYCLOPOIDS","Acanthocyclops vernalis","Acanthocyclops","vernalis","adult",1.34303085940964,3.20744104836568e-06,1,1,4.48,11.5,776,9.37,7.49,4.06,0.89
"FC-WAT-1","FC","WAT","1",2018-12-18 14:00:00,2018-12-18,12,"CYCLOPOIDS","Cyclopoid","Cyclopoid",NA,"copepodid",1.34303085940964,0.000242161799151609,1,1,4.48,11.5,776,9.37,7.49,4.06,0.89
"FC-WAT-1","FC","WAT","1",2018-12-18 14:00:00,2018-12-18,12,"CALANOIDS","Calanoid","Calanoid",NA,"copepodid",1.34303085940964,2.88669694352911e-05,1,1,4.48,11.5,776,9.37,7.49,4.06,0.89
"FC-WAT-1","FC","WAT","1",2018-12-18 14:00:00,2018-12-18,12,"CALANOIDS","Sinocalanus doerrii","Sinocalanus","doerrii","adult",1.34303085940964,8.0186026209142e-06,1,1,4.48,11.5,776,9.37,7.49,4.06,0.89
"FC-WAT-2","FC","WAT","2",2018-05-07 13:05:00,2018-05-07,5,"CYCLOPOIDS","Acanthocyclops vernalis","Acanthocyclops","vernalis","adult",1.34303085940964,1.24097421514148e-05,1,2,NA,18.9,206,9.37,7.83,4.55,0.83
"FC-WAT-2","FC","WAT","2",2018-05-07 13:05:00,2018-05-07,5,"CYCLOPOIDS","Cyclopoid","Cyclopoid",NA,"copepodid",1.34303085940964,0.000229580229801175,1,2,NA,18.9,206,9.37,7.83,4.55,0.83
"FC-WAT-2","FC","WAT","2",2018-05-07 13:05:00,2018-05-07,5,"CALANOIDS","Calanoid","Calanoid",NA,"copepodid",1.34303085940964,0.00101759885641602,1,2,NA,18.9,206,9.37,7.83,4.55,0.83
"FC-WAT-2","FC","WAT","2",2018-05-07 13:05:00,2018-05-07,5,"CALANOIDS","Eurytemora affinis","Eurytemora","affinis","adult",1.34303085940964,4.34340975299519e-05,1,2,NA,18.9,206,9.37,7.83,4.55,0.83
"FC-WAT-2","FC","WAT","2",2018-06-05 12:25:00,2018-06-05,6,"CYCLOPOIDS","Cyclopoid","Cyclopoid",NA,"copepodid",1.41371669411541,4.95148711841452e-05,1,1,5.33,21.7,184,8.85,7.93,2.8,1.25
"FC-WAT-2","FC","WAT","2",2018-06-05 12:25:00,2018-06-05,6,"CALANOIDS","Calanoid","Calanoid",NA,"copepodid",1.41371669411541,0.000480585514434351,1,1,5.33,21.7,184,8.85,7.93,2.8,1.25
"FC-WAT-2","FC","WAT","2",2018-06-05 12:25:00,2018-06-05,6,"CALANOIDS","Pseudodiaptomus forbesi","Pseudodiaptomus","forbesi","adult",1.41371669411541,8.73791844426092e-06,1,1,5.33,21.7,184,8.85,7.93,2.8,1.25
"FC-WAT-2","FC","WAT","2",2018-07-09 18:15:00,2018-07-09,7,"CYCLOPOIDS","Cyclopoid","Cyclopoid",NA,"copepodid",1.41371669411541,3.43656784528056e-05,1,2,NA,23.75,169,9.72,8.14,3.64,1.32
"FC-WAT-2","FC","WAT","2",2018-07-09 18:15:00,2018-07-09,7,"CALANOIDS","Calanoid","Calanoid",NA,"copepodid",1.41371669411541,0.000106221187945035,1,2,NA,23.75,169,9.72,8.14,3.64,1.32
"FC-WAT-2","FC","WAT","2",2018-07-09 18:15:00,2018-07-09,7,"CALANOIDS","Pseudodiaptomus forbesi","Pseudodiaptomus","forbesi","adult",1.41371669411541,2.18690681063308e-05,1,2,NA,23.75,169,9.72,8.14,3.64,1.32
"FC-WAT-2","FC","WAT","2",2018-08-08 16:04:00,2018-08-08,8,"CYCLOPOIDS","Cyclopoid","Cyclopoid",NA,"copepodid",1.41371669411541,0.000103981229486705,3,1,4.63,25.1,337,9.02,8.04,4.03,1.2
"FC-WAT-2","FC","WAT","2",2018-08-08 16:04:00,2018-08-08,8,"CALANOIDS","Calanoid","Calanoid",NA,"copepodid",1.41371669411541,0.000184619733986599,3,1,4.63,25.1,337,9.02,8.04,4.03,1.2
"FC-WAT-2","FC","WAT","2",2018-08-08 16:04:00,2018-08-08,8,"CALANOIDS","Pseudodiaptomus forbesi","Pseudodiaptomus","forbesi","adult",1.41371669411541,4.24413181578388e-06,3,1,4.63,25.1,337,9.02,8.04,4.03,1.2
"FC-WAT-2","FC","WAT","2",2018-09-18 17:32:00,2018-09-18,9,"CYCLOPOIDS","Acanthocyclops vernalis","Acanthocyclops","vernalis","adult",1.41371669411541,4.42097064144154e-06,1,1,5.67,20.8,801,8.96,7.97,3.3,1.1
"FC-WAT-2","FC","WAT","2",2018-09-18 17:32:00,2018-09-18,9,"CYCLOPOIDS","Cyclopoid","Cyclopoid",NA,"copepodid",1.41371669411541,0.000300626003618025,1,1,5.67,20.8,801,8.96,7.97,3.3,1.1
"FC-WAT-2","FC","WAT","2",2018-09-18 17:32:00,2018-09-18,9,"CALANOIDS","Calanoid","Calanoid",NA,"copepodid",1.41371669411541,0.000331572798108115,1,1,5.67,20.8,801,8.96,7.97,3.3,1.1
"FC-WAT-2","FC","WAT","2",2018-10-17 15:04:00,2018-10-17,10,"CYCLOPOIDS","Cyclopoid","Cyclopoid",NA,"copepodid",1.41371669411541,0.000107404829151437,1,1,6,18.6,740,9.13,7.78,3.25,1.18
"FC-WAT-2","FC","WAT","2",2018-10-17 15:04:00,2018-10-17,10,"CALANOIDS","Calanoid","Calanoid",NA,"copepodid",1.41371669411541,6.76797553557002e-05,1,1,6,18.6,740,9.13,7.78,3.25,1.18
"FC-WAT-2","FC","WAT","2",2018-10-17 15:04:00,2018-10-17,10,"CALANOIDS","Pseudodiaptomus forbesi","Pseudodiaptomus","forbesi","adult",1.41371669411541,1.76555883536609e-05,1,1,6,18.6,740,9.13,7.78,3.25,1.18
"FC-WAT-2","FC","WAT","2",2018-12-18 14:30:00,2018-12-18,12,"CYCLOPOIDS","Cyclopoid","Cyclopoid",NA,"copepodid",1.27234502470387,0.000426097360870365,1,1,6.07,11.2,742,9.26,7.5,4.24,0.95
"FC-WAT-2","FC","WAT","2",2018-12-18 14:30:00,2018-12-18,12,"CALANOIDS","Calanoid","Calanoid",NA,"copepodid",1.27234502470387,5.93953896970812e-05,1,1,6.07,11.2,742,9.26,7.5,4.24,0.95
"FC-WAT-2","FC","WAT","2",2018-12-18 14:30:00,2018-12-18,12,"CALANOIDS","Eurytemora affinis","Eurytemora","affinis","adult",1.27234502470387,2.58240824769918e-06,1,1,6.07,11.2,742,9.26,7.5,4.24,0.95
"FI-SAV-1","FI","SAV","1",2017-05-23 14:30:00,2017-05-23,5,"CYCLOPOIDS","Acanthocyclops vernalis","Acanthocyclops","vernalis","adult",1.13097335529233,5.65884242104517e-05,1,1,2.95,22.2,228,11.06,8.51,4.8,NA
"FI-SAV-1","FI","SAV","1",2017-05-23 14:30:00,2017-05-23,5,"CYCLOPOIDS","Cyclopoid","Cyclopoid",NA,"copepodid",1.13097335529233,0.00234841960473374,1,1,2.95,22.2,228,11.06,8.51,4.8,NA
